theory,host,defect,cdir,nelect,F,E0,conv
pbesol,CdSe0.25Te0.75,As_Se+As_i,Neutral,1948.0000,-.61260710E+03,-.61260708E+03,1
pbesol,CdSe0.25Te0.75,As_Se+Cl_Se,Charged+1,1943,-.60949868E+03,-.60947429E+03,1
pbesol,CdSe0.25Te0.75,As_Se+Cl_Se,Charged+2,1942,-.61143527E+03,-.61139934E+03,1
pbesol,CdSe0.25Te0.75,As_Se+Cl_Se,Charged-1,1945,-.60515283E+03,-.60513872E+03,1
pbesol,CdSe0.25Te0.75,As_Se+Cl_Se,Charged-2,1946,-.60273642E+03,-.60273642E+03,1
pbesol,CdSe0.25Te0.75,As_Se+Cl_Se,Neutral,1944.0000,-.60751795E+03,-.60751795E+03,1
pbesol,CdSe0.25Te0.75,As_Se+Cl_i,Charged+1,1949,-.61352975E+03,-.61350502E+03,1
pbesol,CdSe0.25Te0.75,As_Se+Cl_i,Charged+2,1948,-.61541061E+03,-.61537566E+03,1
pbesol,CdSe0.25Te0.75,As_Se+Cl_i,Charged-1,1951,-.60914594E+03,-.60913183E+03,1
pbesol,CdSe0.25Te0.75,As_Se+Cl_i,Charged-2,1952,-.60538747E+03,-.60537335E+03,1
pbesol,CdSe0.25Te0.75,As_Se+Cl_i,Neutral,1950.0000,-.61155624E+03,-.61155624E+03,1
pbesol,CdSe0.25Te0.75,As_Se+O_Se,Charged+1,1942,-.61208420E+03,-.61204785E+03,1
pbesol,CdSe0.25Te0.75,As_Se+O_Se,Charged+2,1941,-.61397595E+03,-.61393573E+03,1
pbesol,CdSe0.25Te0.75,As_Se+O_Se,Charged-1,1944,-.60820327E+03,-.60820327E+03,1
pbesol,CdSe0.25Te0.75,As_Se+O_Se,Charged-2,1945,-.60593717E+03,-.60592306E+03,1
pbesol,CdSe0.25Te0.75,As_Se+O_Se,Neutral,1943.0000,-.61016625E+03,-.61014151E+03,1
pbesol,CdSe0.25Te0.75,As_Se+O_i,Charged+1,1948,-.61698474E+03,-.61698206E+03,1
pbesol,CdSe0.25Te0.75,As_Se+O_i,Charged+2,1947,-.61892384E+03,-.61890035E+03,1
pbesol,CdSe0.25Te0.75,As_Se+O_i,Charged-1,1950,-.61262468E+03,-.61260995E+03,1
pbesol,CdSe0.25Te0.75,As_Se+O_i,Charged-2,1951,-.61021657E+03,-.61019856E+03,1
pbesol,CdSe0.25Te0.75,As_Se+O_i,Neutral,1949.0000,-.61503375E+03,-.61503372E+03,1
pbesol,CdSe0.25Te0.75,As_Te,Charged+1,1942,-.61127330E+03,-.61123594E+03,1
pbesol,CdSe0.25Te0.75,As_Te,Charged+2,1941,-.61315721E+03,-.61311599E+03,1
pbesol,CdSe0.25Te0.75,As_Te,Charged-1,1944,-.60741667E+03,-.60741667E+03,1
pbesol,CdSe0.25Te0.75,As_Te,Charged-2,1945,-.60507578E+03,-.60506168E+03,1
pbesol,CdSe0.25Te0.75,As_Te,Neutral,1943.0000,-.60936488E+03,-.60933955E+03,1
pbesol,CdSe0.25Te0.75,As_Te+As_i,Charged+1,1947,-.61483901E+03,-.61483901E+03,1
pbesol,CdSe0.25Te0.75,As_Te+As_i,Charged+2,1946,-.61723442E+03,-.61723442E+03,1
pbesol,CdSe0.25Te0.75,As_Te+As_i,Charged-1,1949,-.61026032E+03,-.61024622E+03,1
pbesol,CdSe0.25Te0.75,As_Te+As_i,Charged-2,1950,-.60784003E+03,-.60782592E+03,1
pbesol,CdSe0.25Te0.75,As_Te+As_i,Neutral,1948.0000,-.61266373E+03,-.61266372E+03,1
pbesol,CdSe0.25Te0.75,As_Te+Cl_Te,Charged+1,1943,-.61085654E+03,-.61083069E+03,1
pbesol,CdSe0.25Te0.75,As_Te+Cl_Te,Charged+2,1942,-.61271827E+03,-.61268055E+03,1
pbesol,CdSe0.25Te0.75,As_Te+Cl_Te,Charged-1,1945,-.60665836E+03,-.60664426E+03,1
pbesol,CdSe0.25Te0.75,As_Te+Cl_Te,Charged-2,1946,-.60430285E+03,-.60430285E+03,1
pbesol,CdSe0.25Te0.75,As_Te+Cl_Te,Neutral,1944.0000,-.60895891E+03,-.60895891E+03,1
pbesol,CdSe0.25Te0.75,As_Te+Cl_i,Charged+1,1949,-.61324238E+03,-.61321691E+03,1
pbesol,CdSe0.25Te0.75,As_Te+Cl_i,Charged+2,1948,-.61516834E+03,-.61513093E+03,1
pbesol,CdSe0.25Te0.75,As_Te+Cl_i,Charged-1,1951,-.60968602E+03,-.60967191E+03,1
pbesol,CdSe0.25Te0.75,As_Te+Cl_i,Charged-2,1952,-.60642588E+03,-.60642588E+03,1
pbesol,CdSe0.25Te0.75,As_Te+Cl_i,Neutral,1950.0000,-.61207570E+03,-.61207570E+03,1
pbesol,CdSe0.25Te0.75,As_Te+O_Te,Charged+1,1942,-.61327963E+03,-.61324390E+03,1
pbesol,CdSe0.25Te0.75,As_Te+O_Te,Charged+2,1941,-.61510930E+03,-.61506967E+03,1
pbesol,CdSe0.25Te0.75,As_Te+O_Te,Charged-1,1944,-.60953011E+03,-.60953011E+03,1
pbesol,CdSe0.25Te0.75,As_Te+O_Te,Charged-2,1945,-.60731673E+03,-.60730263E+03,1
pbesol,CdSe0.25Te0.75,As_Te+O_Te,Neutral,1943.0000,-.61142552E+03,-.61140143E+03,1
pbesol,CdSe0.25Te0.75,As_Te+O_i,Charged+1,1948,-.61660721E+03,-.61657341E+03,1
pbesol,CdSe0.25Te0.75,As_Te+O_i,Charged+2,1947,-.61851160E+03,-.61847155E+03,1
pbesol,CdSe0.25Te0.75,As_Te+O_i,Charged-1,1950,-.61279644E+03,-.61279644E+03,1
pbesol,CdSe0.25Te0.75,As_Te+O_i,Charged-2,1951,-.61043672E+03,-.61042262E+03,1
pbesol,CdSe0.25Te0.75,As_Te+O_i,Neutral,1949.0000,-.61472206E+03,-.61469675E+03,1
pbesol,CdSe0.25Te0.75,As_i,Charged+1,1948,-.61453289E+03,-.61453287E+03,1
pbesol,CdSe0.25Te0.75,As_i,Charged+2,1947,-.61668131E+03,-.61668131E+03,1
pbesol,CdSe0.25Te0.75,As_i,Charged-1,1950,-.60966667E+03,-.60965257E+03,1
pbesol,CdSe0.25Te0.75,As_i,Charged-2,1951,-.60717057E+03,-.60716302E+03,1
pbesol,CdSe0.25Te0.75,As_i,Neutral,1949.0000,-.61212033E+03,-.61210622E+03,1
pbesol,CdSe0.25Te0.75,As_i+As_i,Charged+1,1953,-.61753250E+03,-.61753209E+03,1
pbesol,CdSe0.25Te0.75,As_i+As_i,Charged+2,1952,-.62001318E+03,-.62001312E+03,1
pbesol,CdSe0.25Te0.75,As_i+As_i,Charged-1,1955,-.61287588E+03,-.61286177E+03,1
pbesol,CdSe0.25Te0.75,As_i+As_i,Charged-2,1956,-.60800777E+03,-.60800724E+03,1
pbesol,CdSe0.25Te0.75,As_i+As_i,Neutral,1954.0000,-.61507944E+03,-.61506534E+03,1
pbesol,CdSe0.25Te0.75,As_i+Se_i,Charged+1,1954,-.61596524E+03,-.61596279E+03,1
pbesol,CdSe0.25Te0.75,As_i+Se_i,Charged+2,1953,-.61950981E+03,-.61950981E+03,1
pbesol,CdSe0.25Te0.75,As_i+Se_i,Charged-1,1956,-.61102152E+03,-.61101948E+03,1
pbesol,CdSe0.25Te0.75,As_i+Se_i,Charged-2,1957,-.60975685E+03,-.60975542E+03,1
pbesol,CdSe0.25Te0.75,As_i+Se_i,Neutral,1955.0000,-.61351929E+03,-.61350518E+03,1
pbesol,CdSe0.25Te0.75,As_i+Te_i,Charged+1,1954,-.61497482E+03,-.61496054E+03,1
pbesol,CdSe0.25Te0.75,As_i+Te_i,Charged+2,1953,-.61866709E+03,-.61866132E+03,1
pbesol,CdSe0.25Te0.75,As_i+Te_i,Charged-1,1956,-.60988439E+03,-.60988433E+03,1
pbesol,CdSe0.25Te0.75,As_i+Te_i,Charged-2,1957,-.60916081E+03,-.60915533E+03,1
pbesol,CdSe0.25Te0.75,As_i+Te_i,Neutral,1955.0000,-.61245085E+03,-.61245019E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd,Charged+1,1946,-.61372310E+03,-.61372310E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd,Charged+2,1945,-.61569187E+03,-.61566546E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd,Charged-1,1948,-.60877755E+03,-.60877755E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd,Charged-2,1949,-.60563117E+03,-.60563117E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd,Neutral,1947.0000,-.61127695E+03,-.61126285E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_Se,Charged+1,1955,-.61236750E+03,-.61234460E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_Se,Charged+2,1954,-.61438590E+03,-.61435168E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_Se,Charged-1,1957,-.60781344E+03,-.60779933E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_Se,Charged-2,1958,-.60526692E+03,-.60526692E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_Se,Neutral,1956.0000,-.61030642E+03,-.61030642E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_Te,Charged+1,1955,-.61260768E+03,-.61260043E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_Te,Charged+2,1954,-.61462033E+03,-.61459526E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_Te,Charged-1,1957,-.60804236E+03,-.60802825E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_Te,Charged-2,1958,-.60553605E+03,-.60553605E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_Te,Neutral,1956.0000,-.61049558E+03,-.61049558E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_i,Charged+1,1961,-.61666685E+03,-.61666685E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_i,Charged+2,1960,-.61892726E+03,-.61892726E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_i,Charged-1,1963,-.61160848E+03,-.61160801E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_i,Charged-2,1964,-.60893383E+03,-.60893383E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Bi_i,Neutral,1962.0000,-.61416452E+03,-.61415042E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_Se,Charged+1,1947,-.61224538E+03,-.61223128E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_Se,Charged+2,1946,-.61467237E+03,-.61467237E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_Se,Charged-1,1949,-.60676690E+03,-.60676690E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_Se,Charged-2,1950,-.60385136E+03,-.60385136E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_Se,Neutral,1948.0000,-.60976550E+03,-.60976550E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_Te,Charged+1,1947,-.61261649E+03,-.61260238E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_Te,Charged+2,1946,-.61502545E+03,-.61502545E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_Te,Charged-1,1949,-.60700741E+03,-.60699330E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_Te,Charged-2,1950,-.60412058E+03,-.60412058E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_Te,Neutral,1948.0000,-.61015407E+03,-.61015407E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_i,Charged+1,1953,-.61531777E+03,-.61529150E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_i,Charged+2,1952,-.61727292E+03,-.61723468E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_i,Charged-1,1955,-.61086178E+03,-.61084767E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_i,Charged-2,1956,-.60834179E+03,-.60834179E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Cl_i,Neutral,1954.0000,-.61332862E+03,-.61332862E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_Se,Charged+1,1946,-.61556191E+03,-.61556191E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_Se,Charged+2,1945,-.61750714E+03,-.61748075E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_Se,Charged-1,1948,-.61071852E+03,-.61071852E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_Se,Charged-2,1949,-.60776901E+03,-.60776901E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_Se,Neutral,1947.0000,-.61316686E+03,-.61315275E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_Te,Charged+1,1946,-.61562712E+03,-.61562712E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_Te,Charged+2,1945,-.61754942E+03,-.61752318E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_Te,Charged-1,1948,-.61102540E+03,-.61102540E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_Te,Charged-2,1949,-.60781037E+03,-.60779626E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_Te,Neutral,1947.0000,-.61335394E+03,-.61333984E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_i,Charged+1,1952,-.61922670E+03,-.61922670E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_i,Charged+2,1951,-.62119789E+03,-.62117175E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_i,Charged-1,1954,-.61428201E+03,-.61428201E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_i,Charged-2,1955,-.61268059E+03,-.61266649E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+O_i,Neutral,1953.0000,-.61678056E+03,-.61676645E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Se_i,Charged+1,1952,-.61664890E+03,-.61664890E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Se_i,Charged+2,1951,-.61863587E+03,-.61860931E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Se_i,Charged-1,1954,-.61162392E+03,-.61162392E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Se_i,Charged-2,1955,-.60850817E+03,-.60850817E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Se_i,Neutral,1953.0000,-.61416268E+03,-.61414857E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Te_i,Charged+1,1952,-.61650368E+03,-.61650368E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Te_i,Charged+2,1951,-.61851276E+03,-.61848666E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Te_i,Charged-1,1954,-.61146180E+03,-.61146180E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Te_i,Charged-2,1955,-.60823746E+03,-.60823745E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+Te_i,Neutral,1953.0000,-.61400899E+03,-.61399488E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Cd,Charged+1,1934,-.61031509E+03,-.61028041E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Cd,Charged+2,1933,-.61223330E+03,-.61219440E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Cd,Charged-1,1936,-.60637259E+03,-.60637259E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Cd,Charged-2,1937,-.60392146E+03,-.60390736E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Cd,Neutral,1935.0000,-.60836864E+03,-.60834573E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Se,Charged+1,1940,-.60769418E+03,-.60769418E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Se,Charged+2,1939,-.60964725E+03,-.60962415E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Se,Charged-1,1942,-.60279292E+03,-.60279292E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Se,Charged-2,1943,-.60010501E+03,-.60010444E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Se,Neutral,1941.0000,-.60526865E+03,-.60525454E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Te,Charged+1,1940,-.60781352E+03,-.60781352E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Te,Charged+2,1939,-.60972273E+03,-.60969697E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Te,Charged-1,1942,-.60278414E+03,-.60278414E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Te,Charged-2,1943,-.59972286E+03,-.59972097E+03,1
pbesol,CdSe0.25Te0.75,Bi_Cd+V_Te,Neutral,1941.0000,-.60532429E+03,-.60531019E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se,Charged+1,1952,-.60948194E+03,-.60945709E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se,Charged+2,1951,-.61147538E+03,-.61144412E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se,Charged-1,1954,-.60526630E+03,-.60526623E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se,Charged-2,1955,-.60286570E+03,-.60285159E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se,Neutral,1953.0000,-.60743237E+03,-.60741612E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Bi_i,Charged+1,1967,-.61346511E+03,-.61345101E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Bi_i,Charged+2,1966,-.61592610E+03,-.61592610E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Bi_i,Charged-1,1969,-.60803297E+03,-.60803297E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Bi_i,Charged-2,1970,-.60538057E+03,-.60538057E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Bi_i,Neutral,1968.0000,-.61095098E+03,-.61095098E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Cl_Se,Charged+1,1953,-.60819628E+03,-.60818030E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Cl_Se,Charged+2,1952,-.61024113E+03,-.61021853E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Cl_Se,Charged-1,1955,-.60364604E+03,-.60363194E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Cl_Se,Charged-2,1956,-.60120294E+03,-.60120294E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Cl_Se,Neutral,1954.0000,-.60603711E+03,-.60603702E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Cl_i,Charged+1,1959,-.61256401E+03,-.61256401E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Cl_i,Charged+2,1958,-.61543288E+03,-.61543288E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Cl_i,Charged-1,1961,-.60796868E+03,-.60795458E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Cl_i,Charged-2,1962,-.60548102E+03,-.60548102E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+Cl_i,Neutral,1960.0000,-.61040312E+03,-.61040312E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+O_Se,Charged+1,1952,-.61087844E+03,-.61085337E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+O_Se,Charged+2,1951,-.61284732E+03,-.61281570E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+O_Se,Charged-1,1954,-.60671569E+03,-.60671390E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+O_Se,Charged-2,1955,-.60442227E+03,-.60440816E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+O_Se,Neutral,1953.0000,-.60885285E+03,-.60883634E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+O_i,Charged+1,1958,-.61596774E+03,-.61596772E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+O_i,Charged+2,1957,-.61824125E+03,-.61824125E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+O_i,Charged-1,1960,-.61131350E+03,-.61129610E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+O_i,Charged-2,1961,-.60882600E+03,-.60882600E+03,1
pbesol,CdSe0.25Te0.75,Bi_Se+O_i,Neutral,1959.0000,-.61385015E+03,-.61383605E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te,Charged+1,1952,-.61009211E+03,-.61007282E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te,Charged+2,1951,-.61204289E+03,-.61200897E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te,Charged-1,1954,-.60597498E+03,-.60597497E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te,Charged-2,1955,-.60360601E+03,-.60359190E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te,Neutral,1953.0000,-.60809065E+03,-.60808572E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Bi_i,Charged+1,1967,-.61297320E+03,-.61295910E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Bi_i,Charged+2,1966,-.61540299E+03,-.61540299E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Bi_i,Charged-1,1969,-.60777403E+03,-.60777401E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Bi_i,Charged-2,1970,-.60533455E+03,-.60533279E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Bi_i,Neutral,1968.0000,-.61049018E+03,-.61049018E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Cl_Te,Charged+1,1953,-.60959416E+03,-.60958974E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Cl_Te,Charged+2,1952,-.61154004E+03,-.61151980E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Cl_Te,Charged-1,1955,-.60523356E+03,-.60521946E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Cl_Te,Charged-2,1956,-.60285260E+03,-.60285260E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Cl_Te,Neutral,1954.0000,-.60756055E+03,-.60756055E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Cl_i,Charged+1,1959,-.61293106E+03,-.61290933E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Cl_i,Charged+2,1958,-.61488224E+03,-.61484884E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Cl_i,Charged-1,1961,-.60851549E+03,-.60850139E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Cl_i,Charged-2,1962,-.60490917E+03,-.60490484E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+Cl_i,Neutral,1960.0000,-.61092845E+03,-.61092845E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+O_Te,Charged+1,1952,-.61223891E+03,-.61222447E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+O_Te,Charged+2,1951,-.61412775E+03,-.61410410E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+O_Te,Charged-1,1954,-.60819648E+03,-.60819510E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+O_Te,Charged-2,1955,-.60595109E+03,-.60593698E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+O_Te,Neutral,1953.0000,-.61029987E+03,-.61029946E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+O_i,Charged+1,1958,-.61541484E+03,-.61539600E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+O_i,Charged+2,1957,-.61737576E+03,-.61734751E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+O_i,Charged-1,1960,-.61124069E+03,-.61124068E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+O_i,Charged-2,1961,-.60885794E+03,-.60884384E+03,1
pbesol,CdSe0.25Te0.75,Bi_Te+O_i,Neutral,1959.0000,-.61340107E+03,-.61339542E+03,1
pbesol,CdSe0.25Te0.75,Bi_i,Charged+1,1958,-.61367482E+03,-.61367482E+03,1
pbesol,CdSe0.25Te0.75,Bi_i,Charged+2,1957,-.61615150E+03,-.61613739E+03,1
pbesol,CdSe0.25Te0.75,Bi_i,Charged-1,1960,-.60860107E+03,-.60860107E+03,1
pbesol,CdSe0.25Te0.75,Bi_i,Charged-2,1961,-.60504951E+03,-.60504936E+03,1
pbesol,CdSe0.25Te0.75,Bi_i,Neutral,1959.0000,-.61098928E+03,-.61098904E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Bi_i,Charged+1,1973,-.61571281E+03,-.61571277E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Bi_i,Charged+2,1972,-.61865250E+03,-.61865250E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Bi_i,Charged-1,1975,-.61014298E+03,-.61014267E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Bi_i,Charged-2,1976,-.60770308E+03,-.60770308E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Bi_i,Neutral,1974.0000,-.61317019E+03,-.61317019E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Se_i,Charged+1,1964,-.61634589E+03,-.61634589E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Se_i,Charged+2,1963,-.61762767E+03,-.61761353E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Se_i,Charged-1,1966,-.60989906E+03,-.60989906E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Se_i,Charged-2,1967,-.60743304E+03,-.60743300E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Se_i,Neutral,1965.0000,-.61261522E+03,-.61261521E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Te_i,Charged+1,1964,-.61602118E+03,-.61602118E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Te_i,Charged+2,1963,-.61657253E+03,-.61656709E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Te_i,Charged-1,1966,-.61152674E+03,-.61152674E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Te_i,Charged-2,1967,-.60830553E+03,-.60830524E+03,1
pbesol,CdSe0.25Te0.75,Bi_i+Te_i,Neutral,1965.0000,-.61282575E+03,-.61282568E+03,1
pbesol,CdSe0.25Te0.75,BULK,Bulk,,-.61018861E+03,-.61018861E+03,1
pbesol,CdSe0.25Te0.75,Cd_Se,Charged+1,1937,-.61182553E+03,-.61180046E+03,1
pbesol,CdSe0.25Te0.75,Cd_Se,Charged+2,1936,-.61373374E+03,-.61369697E+03,1
pbesol,CdSe0.25Te0.75,Cd_Se,Charged-1,1939,-.60746443E+03,-.60745033E+03,1
pbesol,CdSe0.25Te0.75,Cd_Se,Charged-2,1940,-.60499418E+03,-.60499418E+03,1
pbesol,CdSe0.25Te0.75,Cd_Se,Neutral,1938.0000,-.60988098E+03,-.60988098E+03,1
pbesol,CdSe0.25Te0.75,Cd_Se+Te_i,Charged+1,1943,-.61431102E+03,-.61431050E+03,1
pbesol,CdSe0.25Te0.75,Cd_Se+Te_i,Charged+2,1942,-.61635134E+03,-.61635111E+03,1
pbesol,CdSe0.25Te0.75,Cd_Se+Te_i,Charged-1,1945,-.60977888E+03,-.60976478E+03,1
pbesol,CdSe0.25Te0.75,Cd_Se+Te_i,Charged-2,1946,-.60725643E+03,-.60725643E+03,1
pbesol,CdSe0.25Te0.75,Cd_Se+Te_i,Neutral,1944.0000,-.61224987E+03,-.61224987E+03,1
pbesol,CdSe0.25Te0.75,Cd_Te,Charged+1,1937,-.61163971E+03,-.61163971E+03,1
